reach_node_index,distance_covered,flow_accumulation
3503887,2060,1.34E+07
3503888,2061,1.34E+07
3503889,2062,1.34E+07
3503890,2063,1.34E+07
3503891,2064,1.34E+07
3503892,2065,1.34E+07
3503893,2066,1.34E+07
3503894,2067,1.34E+07
3503895,2068,1.34E+07
3503896,2069,1.34E+07
3503897,2070,1.34E+07
3503898,2071,1.34E+07
3503899,2072,1.34E+07
3503900,2073,1.34E+07
3503901,2074,1.34E+07
3503902,2075,1.34E+07
3503903,2076,1.34E+07
3503904,2077,1.34E+07
3503905,2078,1.34E+07
3503906,2079,1.34E+07
3503907,2080,1.34E+07
3503908,2081,1.34E+07
3503909,2082,1.34E+07
3506610,2083,1.34E+07
3506611,2084,1.34E+07
3506612,2085,1.34E+07
3506613,2086,1.34E+07
3506614,2087,1.34E+07
3506615,2088,1.34E+07
3506616,2089,1.34E+07
3506617,2090,1.34E+07
3506618,2091,1.34E+07
3506619,2092,1.34E+07
3506620,2093,1.34E+07
3506621,2094,1.34E+07
3506622,2095,1.34E+07
3506623,2096,1.34E+07
3506624,2097,1.34E+07
3506625,2098,1.34E+07
3506626,2099,1.34E+07
3506627,2100,1.34E+07
3506628,2101,1.34E+07
3506629,2102,1.34E+07
3506630,2103,1.34E+07
3506631,2104,1.34E+07
3506632,2105,1.34E+07
3506633,2106,1.34E+07
3509334,2107,1.34E+07
3509335,2108,1.34E+07
3512036,2109,1.34E+07
3512037,2110,1.34E+07
3514738,2111,1.34E+07
3514739,2112,1.34E+07
3517440,2113,1.34E+07
3520141,2114,1.34E+07
3520142,2115,1.34E+07
3522843,2116,1.34E+07
3522844,2117,1.34E+07
3525545,2118,1.34E+07
3525546,2119,1.34E+07
3525547,2120,1.34E+07
3528248,2121,1.34E+07
3530949,2122,1.34E+07
3533650,2123,1.34E+07
3536351,2124,1.34E+07
3539052,2125,1.34E+07
3541753,2126,1.34E+07
3541754,2127,1.34E+07
3544455,2128,1.34E+07
3547156,2129,1.34E+07
3549857,2130,1.34E+07
3549858,2131,1.34E+07
3552559,2132,1.34E+07
3555260,2133,1.34E+07
3557961,2134,1.34E+07
3557962,2135,1.34E+07
3557963,2136,1.34E+07
3557964,2137,1.34E+07
3557965,2138,1.34E+07
3557966,2139,1.34E+07
3557967,2140,1.34E+07
3560668,2141,1.34E+07
3563369,2142,1.34E+07
3566069,2143,1.34E+07
3568770,2144,1.34E+07
3571471,2145,1.34E+07
3574172,2146,1.34E+07
3576873,2147,1.34E+07
3579574,2148,1.34E+07
3579575,2149,1.34E+07
3582276,2150,1.34E+07
3579577,2151,1.34E+07
3579578,2152,1.34E+07
3579579,2153,1.34E+07
3579580,2154,1.34E+07
3582281,2155,1.34E+07
3579582,2156,1.34E+07
3582283,2157,1.34E+07
3579584,2158,1.34E+07
3582285,2159,1.34E+07
3584986,2160,1.34E+07
3587687,2161,1.34E+07
3590388,2162,1.34E+07
3593089,2163,1.34E+07
3595790,2164,1.34E+07
3598491,2165,1.34E+07
3601192,2166,1.34E+07
3603893,2167,1.34E+07
3606593,2168,1.34E+07
3609294,2169,1.34E+07
3609295,2170,1.34E+07
3606596,2171,1.34E+07
3609297,2172,1.34E+07
3606598,2173,1.34E+07
3606599,2174,1.34E+07
3606600,2175,1.34E+07
3606601,2176,1.34E+07
3606602,2177,1.34E+07
3609303,2178,1.34E+07
3612004,2179,1.34E+07
3614705,2180,1.34E+07
3617406,2181,1.34E+07
3620107,2182,1.34E+07
3622808,2183,1.34E+07
3625509,2184,1.34E+07
3628210,2185,1.34E+07
3630911,2186,1.34E+07
3630912,2187,1.34E+07
3633613,2188,1.34E+07
3636314,2189,1.34E+07
3636315,2190,1.34E+07
3636316,2191,1.34E+07
3639017,2192,1.34E+07
3641718,2193,1.34E+07
3644419,2194,1.34E+07
3647120,2195,1.34E+07
3647121,2196,1.34E+07
3649822,2197,1.34E+07
3649823,2198,1.34E+07
3649824,2199,1.34E+07
3652525,2200,1.34E+07
3655225,2201,1.34E+07
3657925,2202,1.34E+07
3660625,2203,1.34E+07
3663325,2204,1.34E+07
3666026,2205,1.34E+07
3668726,2206,1.34E+07
3671426,2207,1.34E+07
3674127,2208,1.34E+07
3676828,2209,1.34E+07
3679529,2210,1.34E+07
3682230,2211,1.34E+07
3684931,2212,1.34E+07
3687631,2213,1.34E+07
3690332,2214,1.34E+07
3693033,2215,1.34E+07
3695734,2216,1.34E+07
3698435,2217,1.34E+07
3701136,2218,1.34E+07
3703837,2219,1.34E+07
3706538,2220,1.34E+07
3709238,2221,1.34E+07
3709239,2222,1.34E+07
3711940,2223,1.34E+07
3711941,2224,1.34E+07
3714642,2225,1.34E+07
3717342,2226,1.34E+07
3720042,2227,1.34E+07
3722742,2228,1.34E+07
3725442,2229,1.34E+07
3728142,2230,1.34E+07
3730842,2231,1.34E+07
3733543,2232,1.34E+07
3736244,2233,1.34E+07
3738945,2234,1.34E+07
3741646,2235,1.34E+07
3744347,2236,1.34E+07
3747048,2237,1.34E+07
3747049,2238,1.34E+07
3749750,2239,1.34E+07
3749751,2240,1.34E+07
3752452,2241,1.34E+07
3755153,2242,1.34E+07
3755154,2243,1.34E+07
3757855,2244,1.34E+07
3757856,2245,1.34E+07
3757857,2246,1.34E+07
3760558,2247,1.34E+07
3760559,2248,1.34E+07
3760560,2249,1.34E+07
3760561,2250,1.34E+07
3763262,2251,1.34E+07
3763263,2252,1.34E+07
3763264,2253,1.34E+07
3763265,2254,1.34E+07
3763266,2255,1.34E+07
3765967,2256,1.34E+07
3765968,2257,1.34E+07
3768669,2258,1.34E+07
3768670,2259,1.34E+07
3771371,2260,1.34E+07
3771372,2261,1.34E+07
3774073,2262,1.34E+07
3776774,2263,1.34E+07
3779475,2264,1.34E+07
3782176,2265,1.34E+07
3784877,2266,1.34E+07
3787578,2267,1.34E+07
3790279,2268,1.34E+07
3792980,2269,1.34E+07
3792981,2270,1.34E+07
3792982,2271,1.34E+07
3795683,2272,1.34E+07
3798384,2273,1.34E+07
3801085,2274,1.34E+07
3803786,2275,1.34E+07
3806487,2276,1.34E+07
3806488,2277,1.34E+07
3806489,2278,0
